task_id,repo,external_id,origin,title,branch,pr_number,category,sub_reason,last_error,push_failures,no_code_reroutes,attempts,agent,model,created_at
8267,gabrielkoerich/bean,internal:8267,internal,Trading update: manage positions and update prices,internal-8267-trading-update-manage-positions-and-upda,,A,Internal task succeeded after reroutes (likely research/analysis only),"opencode exit -1: 
, rerouted to claude",0,0,2,claude,sonnet,2026-03-24T03:00:51Z
8248,gabrielkoerich/bean,internal:8248,internal,Trading update: manage positions and update prices,internal-8248-trading-update-manage-positions-and-upda,,A,Internal task succeeded after reroutes (likely research/analysis only),"opencode exit -1: 
, rerouted to claude",0,0,2,claude,sonnet,2026-03-24T02:00:00Z
8070,gabrielkoerich/bean,internal:8070,internal,Trading update: manage positions and update prices,internal-8070-trading-update-manage-positions-and-upda,,A,Internal task (likely research/analysis only),,0,0,1,claude,sonnet,2026-03-23T23:00:09Z
7901,gabrielkoerich/bean,internal:7901,internal,Trading update: manage positions and update prices,internal-7901-trading-update-manage-positions-and-upda,,A,Internal task succeeded after reroutes (likely research/analysis only),"codex rate limit: You've hit your usage limit. Upgrade to Pro (https://chatgpt.com/explore/pro), visit https://chatgpt.com/codex/settings/usage to purchase more credits or try again at Mar 26th, 2026 ",0,0,7,opencode,github-copilot/gpt-5.4-mini,2026-03-23T22:00:01Z
7713,gabrielkoerich/bean,internal:7713,internal,Trading update: manage positions and update prices,internal-7713-trading-update-manage-positions-and-upda,,A,Internal task succeeded after reroutes (likely research/analysis only),"codex rate limit: You've hit your usage limit. Upgrade to Pro (https://chatgpt.com/explore/pro), visit https://chatgpt.com/codex/settings/usage to purchase more credits or try again at Mar 26th, 2026 ",0,0,7,opencode,github-copilot/gpt-5.4-mini,2026-03-23T21:00:01Z
7535,gabrielkoerich/bean,internal:7535,internal,Trading update: manage positions and update prices,internal-7535-trading-update-manage-positions-and-upda,,A,Internal task succeeded after reroutes (likely research/analysis only),"codex rate limit: You've hit your usage limit. Upgrade to Pro (https://chatgpt.com/explore/pro), visit https://chatgpt.com/codex/settings/usage to purchase more credits or try again at Mar 26th, 2026 ",0,0,5,opencode,github-copilot/gpt-5.4-mini,2026-03-23T20:00:00Z
7534,gabrielkoerich/orch,internal:7534,internal,Code review: orch,internal-7534-code-review-orch,,A,Internal task succeeded after reroutes (likely research/analysis only),"codex rate limit: You've hit your usage limit. Upgrade to Pro (https://chatgpt.com/explore/pro), visit https://chatgpt.com/codex/settings/usage to purchase more credits or try again at Mar 26th, 2026 ",0,0,10,opencode,github-copilot/gpt-5.4-mini,2026-03-23T20:00:00Z
7468,gabrielkoerich/bean,internal:7468,internal,Trading update: manage positions and update prices,internal-7468-trading-update-manage-positions-and-upda,,A,Internal task succeeded after reroutes (likely research/analysis only),"codex rate limit: You've hit your usage limit. Upgrade to Pro (https://chatgpt.com/explore/pro), visit https://chatgpt.com/codex/settings/usage to purchase more credits or try again at Mar 26th, 2026 ",0,0,5,opencode,github-copilot/gpt-5.4-mini,2026-03-23T19:00:00Z
7361,gabrielkoerich/bean,internal:7361,internal,Trading update: manage positions and update prices,internal-7361-trading-update-manage-positions-and-upda,,A,Internal task (likely research/analysis only),,0,0,1,claude,sonnet,2026-03-23T18:00:02Z
7360,gabrielkoerich/orch,internal:7360,internal,Code development: find improvements and create tasks,internal-7360-code-development-find-improvements-and-c,,A,Internal task (likely research/analysis only),,0,0,2,claude,sonnet,2026-03-23T18:00:02Z
7301,gabrielkoerich/bean,internal:7301,internal,Trading update: manage positions and update prices,internal-7301-trading-update-manage-positions-and-upda,,A,Internal task (likely research/analysis only),,0,0,1,claude,sonnet,2026-03-23T17:00:02Z
7300,gabrielkoerich/orch,internal:7300,internal,Code review: orch,internal-7300-code-review-orch,,A,Internal task (likely research/analysis only),,0,0,2,claude,sonnet,2026-03-23T17:00:02Z
7210,gabrielkoerich/bean,internal:7210,internal,Trading update: manage positions and update prices,internal-7210-trading-update-manage-positions-and-upda,,A,Legitimate non-code (agent made no commits),"create PR failed: GitHub API error: GitHub API POST https://api.github.com/repos/gabrielkoerich/bean/pulls failed (422 Unprocessable Entity): {""message"":""Validation Failed"",""errors"":[{""resource"":""Pull",0,0,2,claude,sonnet,2026-03-23T16:00:08Z
7133,gabrielkoerich/bean,internal:7133,internal,Trading update: manage positions and update prices,internal-7133-trading-update-manage-positions-and-upda,,B,Push may have succeeded but branch invalid on GitHub (422 head invalid),"create PR failed: GitHub API error: GitHub API POST https://api.github.com/repos/gabrielkoerich/bean/pulls failed (422 Unprocessable Entity): {""message"":""Validation Failed"",""errors"":[{""resource"":""Pull",0,0,0,claude,sonnet,2026-03-23T15:00:07Z
7132,gabrielkoerich/orch,internal:7132,internal,Code development: find improvements and create tasks,internal-7132-code-development-find-improvements-and-c,,B,Push may have succeeded but branch invalid on GitHub (422 head invalid),"create PR failed: GitHub API error: GitHub API POST https://api.github.com/repos/gabrielkoerich/orch/pulls failed (422 Unprocessable Entity): {""message"":""Validation Failed"",""errors"":[{""resource"":""Pull",0,0,0,claude,sonnet,2026-03-23T15:00:07Z
7070,gabrielkoerich/bean,internal:7070,internal,Trading update: manage positions and update prices,internal-7070-trading-update-manage-positions-and-upda,,B,Push may have succeeded but branch invalid on GitHub (422 head invalid),"create PR failed: GitHub API error: GitHub API POST https://api.github.com/repos/gabrielkoerich/bean/pulls failed (422 Unprocessable Entity): {""message"":""Validation Failed"",""errors"":[{""resource"":""Pull",0,0,0,claude,sonnet,2026-03-23T14:00:07Z
7008,gabrielkoerich/bean,internal:7008,internal,Trading update: manage positions and update prices,internal-7008-trading-update-manage-positions-and-upda,,B,Push may have succeeded but branch invalid on GitHub (422 head invalid),"create PR failed: GitHub API error: GitHub API POST https://api.github.com/repos/gabrielkoerich/bean/pulls failed (422 Unprocessable Entity): {""message"":""Validation Failed"",""errors"":[{""resource"":""Pull",0,0,0,claude,sonnet,2026-03-23T13:00:07Z
6899,gabrielkoerich/orch,internal:6899,internal,Code development: find improvements and create tasks,internal-6899-code-development-find-improvements-and-c,,B,Push may have succeeded but branch invalid on GitHub (422 head invalid),"create PR failed: GitHub API error: GitHub API POST https://api.github.com/repos/gabrielkoerich/orch/pulls failed (422 Unprocessable Entity): {""message"":""Validation Failed"",""errors"":[{""resource"":""Pull",0,0,0,claude,sonnet,2026-03-23T12:03:16Z
6898,gabrielkoerich/orch,internal:6898,internal,Code review: orch,internal-6898-code-review-orch,,B,Push may have succeeded but branch invalid on GitHub (422 head invalid),"create PR failed: GitHub API error: GitHub API POST https://api.github.com/repos/gabrielkoerich/orch/pulls failed (422 Unprocessable Entity): {""message"":""Validation Failed"",""errors"":[{""resource"":""Pull",0,0,0,claude,sonnet,2026-03-23T12:03:16Z
6896,gabrielkoerich/bean,internal:6896,internal,Trading update: manage positions and update prices,internal-6896-trading-update-manage-positions-and-upda,,B,Push may have succeeded but branch invalid on GitHub (422 head invalid),"create PR failed: GitHub API error: GitHub API POST https://api.github.com/repos/gabrielkoerich/bean/pulls failed (422 Unprocessable Entity): {""message"":""Validation Failed"",""errors"":[{""resource"":""Pull",0,0,0,claude,sonnet,2026-03-23T12:00:01Z
6892,gabrielkoerich/bean,internal:6892,internal,Trading update: manage positions and update prices,internal-6892-trading-update-manage-positions-and-upda,,B,Push may have succeeded but branch invalid on GitHub (422 head invalid),"create PR failed: GitHub API error: GitHub API POST https://api.github.com/repos/gabrielkoerich/bean/pulls failed (422 Unprocessable Entity): {""message"":""Validation Failed"",""errors"":[{""resource"":""Pull",0,0,0,claude,sonnet,2026-03-23T11:00:01Z
6884,gabrielkoerich/bean,internal:6884,internal,Trading update: manage positions and update prices,internal-6884-trading-update-manage-positions-and-upda,,B,Push may have succeeded but branch invalid on GitHub (422 head invalid),"create PR failed: GitHub API error: GitHub API POST https://api.github.com/repos/gabrielkoerich/bean/pulls failed (422 Unprocessable Entity): {""message"":""Validation Failed"",""errors"":[{""resource"":""Pull",0,0,0,claude,sonnet,2026-03-23T10:00:01Z
6878,gabrielkoerich/bean,internal:6878,internal,Trading update: manage positions and update prices,internal-6878-trading-update-manage-positions-and-upda,,B,Push may have succeeded but branch invalid on GitHub (422 head invalid),"create PR failed: GitHub API error: GitHub API POST https://api.github.com/repos/gabrielkoerich/bean/pulls failed (422 Unprocessable Entity): {""message"":""Validation Failed"",""errors"":[{""resource"":""Pull",0,0,0,claude,sonnet,2026-03-23T09:00:01Z
6874,gabrielkoerich/bean,internal:6874,internal,Trading update: manage positions and update prices,internal-6874-trading-update-manage-positions-and-upda,,B,Push may have succeeded but branch invalid on GitHub (422 head invalid),"create PR failed: GitHub API error: GitHub API POST https://api.github.com/repos/gabrielkoerich/bean/pulls failed (422 Unprocessable Entity): {""message"":""Validation Failed"",""errors"":[{""resource"":""Pull",0,0,0,claude,sonnet,2026-03-23T08:00:01Z
6871,gabrielkoerich/bean,internal:6871,internal,Trading update: manage positions and update prices,internal-6871-trading-update-manage-positions-and-upda,,B,Push may have succeeded but branch invalid on GitHub (422 head invalid),"create PR failed: GitHub API error: GitHub API POST https://api.github.com/repos/gabrielkoerich/bean/pulls failed (422 Unprocessable Entity): {""message"":""Validation Failed"",""errors"":[{""resource"":""Pull",0,0,0,claude,sonnet,2026-03-23T07:00:01Z
6869,gabrielkoerich/bean,internal:6869,internal,Trading update: manage positions and update prices,internal-6869-trading-update-manage-positions-and-upda,,B,Push may have succeeded but branch invalid on GitHub (422 head invalid),"create PR failed: GitHub API error: GitHub API POST https://api.github.com/repos/gabrielkoerich/bean/pulls failed (422 Unprocessable Entity): {""message"":""Validation Failed"",""errors"":[{""resource"":""Pull",0,0,0,claude,sonnet,2026-03-23T06:00:01Z
6867,gabrielkoerich/bean,internal:6867,internal,Trading update: manage positions and update prices,internal-6867-trading-update-manage-positions-and-upda,,B,Push may have succeeded but branch invalid on GitHub (422 head invalid),"create PR failed: GitHub API error: GitHub API POST https://api.github.com/repos/gabrielkoerich/bean/pulls failed (422 Unprocessable Entity): {""message"":""Validation Failed"",""errors"":[{""resource"":""Pull",0,0,0,claude,sonnet,2026-03-23T05:00:01Z
6865,gabrielkoerich/bean,internal:6865,internal,Trading update: manage positions and update prices,internal-6865-trading-update-manage-positions-and-upda,,B,Push may have succeeded but branch invalid on GitHub (422 head invalid),"create PR failed: GitHub API error: GitHub API POST https://api.github.com/repos/gabrielkoerich/bean/pulls failed (422 Unprocessable Entity): {""message"":""Validation Failed"",""errors"":[{""resource"":""Pull",0,0,0,claude,sonnet,2026-03-23T04:00:01Z
6863,gabrielkoerich/bean,internal:6863,internal,Trading update: manage positions and update prices,internal-6863-trading-update-manage-positions-and-upda,,B,Push may have succeeded but branch invalid on GitHub (422 head invalid),"create PR failed: GitHub API error: GitHub API POST https://api.github.com/repos/gabrielkoerich/bean/pulls failed (422 Unprocessable Entity): {""message"":""Validation Failed"",""errors"":[{""resource"":""Pull",0,0,0,claude,sonnet,2026-03-23T03:00:01Z
6861,gabrielkoerich/bean,internal:6861,internal,Trading update: manage positions and update prices,internal-6861-trading-update-manage-positions-and-upda,,B,Push may have succeeded but branch invalid on GitHub (422 head invalid),"create PR failed: GitHub API error: GitHub API POST https://api.github.com/repos/gabrielkoerich/bean/pulls failed (422 Unprocessable Entity): {""message"":""Validation Failed"",""errors"":[{""resource"":""Pull",0,0,0,claude,sonnet,2026-03-23T02:00:01Z
6857,gabrielkoerich/bean,internal:6857,internal,Trading update: manage positions and update prices,internal-6857-trading-update-manage-positions-and-upda,,B,Push may have succeeded but branch invalid on GitHub (422 head invalid),"create PR failed: GitHub API error: GitHub API POST https://api.github.com/repos/gabrielkoerich/bean/pulls failed (422 Unprocessable Entity): {""message"":""Validation Failed"",""errors"":[{""resource"":""Pull",0,0,0,claude,sonnet,2026-03-23T01:00:01Z
6854,gabrielkoerich/bean,internal:6854,internal,Trading update: manage positions and update prices,internal-6854-trading-update-manage-positions-and-upda,,B,Push may have succeeded but branch invalid on GitHub (422 head invalid),"create PR failed: GitHub API error: GitHub API POST https://api.github.com/repos/gabrielkoerich/bean/pulls failed (422 Unprocessable Entity): {""message"":""Validation Failed"",""errors"":[{""resource"":""Pull",0,0,0,claude,sonnet,2026-03-23T00:00:10Z
6850,gabrielkoerich/bean,internal:6850,internal,Trading update: manage positions and update prices,internal-6850-trading-update-manage-positions-and-upda,,B,Push may have succeeded but branch invalid on GitHub (422 head invalid),"create PR failed: GitHub API error: GitHub API POST https://api.github.com/repos/gabrielkoerich/bean/pulls failed (422 Unprocessable Entity): {""message"":""Validation Failed"",""errors"":[{""resource"":""Pull",0,0,0,claude,sonnet,2026-03-22T23:00:01Z
6846,gabrielkoerich/bean,internal:6846,internal,Trading update: manage positions and update prices,internal-6846-trading-update-manage-positions-and-upda,,B,Push may have succeeded but branch invalid on GitHub (422 head invalid),"create PR failed: GitHub API error: GitHub API POST https://api.github.com/repos/gabrielkoerich/bean/pulls failed (422 Unprocessable Entity): {""message"":""Validation Failed"",""errors"":[{""resource"":""Pull",0,0,0,claude,sonnet,2026-03-22T22:00:01Z
6819,gabrielkoerich/bean,internal:6819,internal,Trading update: manage positions and update prices,internal-6819-trading-update-manage-positions-and-upda,,B,Push may have succeeded but branch invalid on GitHub (422 head invalid),"create PR failed: GitHub API error: GitHub API POST https://api.github.com/repos/gabrielkoerich/bean/pulls failed (422 Unprocessable Entity): {""message"":""Validation Failed"",""errors"":[{""resource"":""Pull",0,0,0,claude,sonnet,2026-03-22T21:00:09Z
6624,gabrielkoerich/bean,internal:6624,internal,Trading update: manage positions and update prices,internal-6624-trading-update-manage-positions-and-upda,,B,Push may have succeeded but branch invalid on GitHub (422 head invalid),"create PR failed: GitHub API error: GitHub API POST https://api.github.com/repos/gabrielkoerich/bean/pulls failed (422 Unprocessable Entity): {""message"":""Validation Failed"",""errors"":[{""resource"":""Pull",0,0,0,claude,sonnet,2026-03-22T20:00:00Z
6623,gabrielkoerich/orch,internal:6623,internal,Code review: orch,internal-6623-code-review-orch,,B,Push may have succeeded but branch invalid on GitHub (422 head invalid),"create PR failed: GitHub API error: GitHub API POST https://api.github.com/repos/gabrielkoerich/orch/pulls failed (422 Unprocessable Entity): {""message"":""Validation Failed"",""errors"":[{""resource"":""Pull",0,0,0,claude,sonnet,2026-03-22T20:00:00Z
6441,gabrielkoerich/bean,internal:6441,internal,Trading update: manage positions and update prices,internal-6441-trading-update-manage-positions-and-upda,,B,Push may have succeeded but branch invalid on GitHub (422 head invalid),"create PR failed: GitHub API error: GitHub API POST https://api.github.com/repos/gabrielkoerich/bean/pulls failed (422 Unprocessable Entity): {""message"":""Validation Failed"",""errors"":[{""resource"":""Pull",0,0,0,claude,sonnet,2026-03-22T19:00:00Z
6192,gabrielkoerich/orch,internal:6192,internal,Code development: find improvements and create tasks,internal-6192-code-development-find-improvements-and-c,,B,Push may have succeeded but branch invalid on GitHub (422 head invalid),"create PR failed: GitHub API error: GitHub API POST https://api.github.com/repos/gabrielkoerich/orch/pulls failed (422 Unprocessable Entity): {""message"":""Validation Failed"",""errors"":[{""resource"":""Pull",0,0,0,claude,sonnet,2026-03-22T18:00:00Z
6011,gabrielkoerich/orch,internal:6011,internal,Code review: orch,internal-6011-code-review-orch,,B,Push may have succeeded but branch invalid on GitHub (422 head invalid),"create PR failed: GitHub API error: GitHub API POST https://api.github.com/repos/gabrielkoerich/orch/pulls failed (422 Unprocessable Entity): {""message"":""Validation Failed"",""errors"":[{""resource"":""Pull",0,0,0,claude,sonnet,2026-03-22T17:00:00Z
5736,gabrielkoerich/orch,internal:5736,internal,Code development: find improvements and create tasks,internal-5736-code-development-find-improvements-and-c,,B,Push may have succeeded but branch invalid on GitHub (422 head invalid),"create PR failed: GitHub API error: GitHub API POST https://api.github.com/repos/gabrielkoerich/orch/pulls failed (422 Unprocessable Entity): {""message"":""Validation Failed"",""errors"":[{""resource"":""Pull",0,0,0,claude,sonnet,2026-03-22T15:00:00Z
5487,gabrielkoerich/orch,internal:5487,internal,Code review: orch,internal-5487-code-review-orch,,B,Push may have succeeded but branch invalid on GitHub (422 head invalid),"create PR failed: GitHub API error: GitHub API POST https://api.github.com/repos/gabrielkoerich/orch/pulls failed (422 Unprocessable Entity): {""message"":""Validation Failed"",""errors"":[{""resource"":""Pull",0,0,0,claude,sonnet,2026-03-22T08:05:38Z
5478,gabrielkoerich/orch,internal:5478,internal,Code development: find improvements and create tasks,internal-5478-code-development-find-improvements-and-c,,B,Push may have succeeded but branch invalid on GitHub (422 head invalid),"create PR failed: GitHub API error: GitHub API POST https://api.github.com/repos/gabrielkoerich/orch/pulls failed (422 Unprocessable Entity): {""message"":""Validation Failed"",""errors"":[{""resource"":""Pull",0,0,0,claude,sonnet,2026-03-22T06:15:19Z
5319,gabrielkoerich/orch,internal:5319,internal,Code review: orch,internal-5319-code-review-orch,,B,Push may have succeeded but branch invalid on GitHub (422 head invalid),"create PR failed: GitHub API error: GitHub API POST https://api.github.com/repos/gabrielkoerich/orch/pulls failed (422 Unprocessable Entity): {""message"":""Validation Failed"",""errors"":[{""resource"":""Pull",0,0,0,claude,sonnet,2026-03-21T20:00:00Z
5171,gabrielkoerich/orch,internal:5171,internal,Code development: find improvements and create tasks,internal-5171-code-development-find-improvements-and-c,,B,Push may have succeeded but branch invalid on GitHub (422 head invalid),"create PR failed: GitHub API error: GitHub API POST https://api.github.com/repos/gabrielkoerich/orch/pulls failed (422 Unprocessable Entity): {""message"":""Validation Failed"",""errors"":[{""resource"":""Pull",0,0,0,claude,sonnet,2026-03-21T18:00:00Z
5078,gabrielkoerich/orch,internal:5078,internal,Code review: orch,internal-5078-code-review-orch,,B,Push may have succeeded but branch invalid on GitHub (422 head invalid),"create PR failed: GitHub API error: GitHub API POST https://api.github.com/repos/gabrielkoerich/orch/pulls failed (422 Unprocessable Entity): {""message"":""Validation Failed"",""errors"":[{""resource"":""Pull",0,0,0,claude,sonnet,2026-03-21T17:00:00Z
4925,gabrielkoerich/orch,internal:4925,internal,Code development: find improvements and create tasks,internal-4925-code-development-find-improvements-and-c,,B,Push may have succeeded but branch invalid on GitHub (422 head invalid),"create PR failed: GitHub API error: GitHub API POST https://api.github.com/repos/gabrielkoerich/orch/pulls failed (422 Unprocessable Entity): {""message"":""Validation Failed"",""errors"":[{""resource"":""Pull",0,0,0,claude,sonnet,2026-03-21T15:00:00Z
4580,gabrielkoerich/orch,internal:4580,internal,Code development: find improvements and create tasks,internal-4580-code-development-find-improvements-and-c,,B,Push may have succeeded but branch invalid on GitHub (422 head invalid),"create PR failed: GitHub API error: GitHub API POST https://api.github.com/repos/gabrielkoerich/orch/pulls failed (422 Unprocessable Entity): {""message"":""Validation Failed"",""errors"":[{""resource"":""Pull",0,0,0,claude,sonnet,2026-03-21T11:16:50Z
4579,gabrielkoerich/orch,internal:4579,internal,Code review: orch,internal-4579-code-review-orch,,B,Push may have succeeded but branch invalid on GitHub (422 head invalid),"create PR failed: GitHub API error: GitHub API POST https://api.github.com/repos/gabrielkoerich/orch/pulls failed (422 Unprocessable Entity): {""message"":""Validation Failed"",""errors"":[{""resource"":""Pull",0,0,0,claude,sonnet,2026-03-21T11:16:50Z
4225,gabrielkoerich/orch,internal:4225,internal,Code review: orch,internal-4225-code-review-orch,,B,Push may have succeeded but branch invalid on GitHub (422 head invalid),"create PR failed: GitHub API error: GitHub API POST https://api.github.com/repos/gabrielkoerich/orch/pulls failed (422 Unprocessable Entity): {""message"":""Validation Failed"",""errors"":[{""resource"":""Pull",0,0,0,claude,sonnet,2026-03-20T20:00:02Z
4072,gabrielkoerich/orch,internal:4072,internal,Code development: find improvements and create tasks,internal-4072-code-development-find-improvements-and-c,,B,Push may have succeeded but branch invalid on GitHub (422 head invalid),"create PR failed: GitHub API error: GitHub API POST https://api.github.com/repos/gabrielkoerich/orch/pulls failed (422 Unprocessable Entity): {""message"":""Validation Failed"",""errors"":[{""resource"":""Pull",0,0,0,claude,sonnet,2026-03-20T18:00:03Z
3995,gabrielkoerich/orch,internal:3995,internal,Code review: orch,internal-3995-code-review-orch,,B,Push may have succeeded but branch invalid on GitHub (422 head invalid),"create PR failed: GitHub API error: GitHub API POST https://api.github.com/repos/gabrielkoerich/orch/pulls failed (422 Unprocessable Entity): {""message"":""Validation Failed"",""errors"":[{""resource"":""Pull",0,0,0,claude,sonnet,2026-03-20T17:00:02Z
3773,gabrielkoerich/orch,internal:3773,internal,Code review: orch,internal-3773-code-review-orch,,B,Push may have succeeded but branch invalid on GitHub (422 head invalid),"create PR failed: GitHub API error: GitHub API POST https://api.github.com/repos/gabrielkoerich/orch/pulls failed (422 Unprocessable Entity): {""message"":""Validation Failed"",""errors"":[{""resource"":""Pull",0,0,0,claude,sonnet,2026-03-20T08:35:01Z
3763,gabrielkoerich/orch,internal:3763,internal,Code development: orch,internal-3763-code-development-orch,,A,Internal task (likely research/analysis only),,0,0,0,claude,sonnet,2026-03-20T06:00:00Z
3757,gabrielkoerich/bean,internal:3757,internal,Trading update: manage positions and update prices,internal-3757-trading-update-manage-positions-and-upda,,C,PR creation failed (transient GitHub 502),"create PR failed: GitHub API error: GitHub API POST https://api.github.com/repos/gabrielkoerich/bean/pulls failed (502 Bad Gateway): {
  ""message"": ""Server Error""
}
",0,0,1,claude,sonnet,2026-03-20T03:30:00Z
3671,gabrielkoerich/orch,internal:3671,internal,Code review: orch,internal-3671-code-review-orch,,B,Push may have succeeded but branch invalid on GitHub (422 head invalid),"create PR failed: GitHub API error: GitHub API POST https://api.github.com/repos/gabrielkoerich/orch/pulls failed (422 Unprocessable Entity): {""message"":""Validation Failed"",""errors"":[{""resource"":""Pull",0,0,0,claude,sonnet,2026-03-19T19:35:04Z
3552,gabrielkoerich/bean,internal:3552,internal,Trading update: manage positions and update prices,gh-task-internal-3552-trading-update-manage-positions-and-upda,,B,Push may have succeeded but branch invalid on GitHub (422 head invalid),"create PR failed: GitHub API error: GitHub API POST https://api.github.com/repos/gabrielkoerich/bean/pulls failed (422 Unprocessable Entity): {""message"":""Validation Failed"",""errors"":[{""resource"":""Pull",0,0,0,claude,sonnet,2026-03-19T10:30:09Z
3528,gabrielkoerich/orch,internal:3528,internal,Code review: orch,gh-task-internal-3528-code-review-orch,,B,Push may have succeeded but branch invalid on GitHub (422 head invalid),"create PR failed: GitHub API error: GitHub API POST https://api.github.com/repos/gabrielkoerich/orch/pulls failed (422 Unprocessable Entity): {""message"":""Validation Failed"",""errors"":[{""resource"":""Pull",0,0,0,claude,sonnet,2026-03-19T08:35:04Z
3517,gabrielkoerich/bean,internal:3517,internal,Daily evening retrospective: optimize agent workflows,gh-task-internal-3517-daily-evening-retrospective-optimize-age,,B,Push may have succeeded but branch invalid on GitHub (422 head invalid),"create PR failed: GitHub API error: GitHub API POST https://api.github.com/repos/gabrielkoerich/bean/pulls failed (422 Unprocessable Entity): {""message"":""Validation Failed"",""errors"":[{""resource"":""Pull",0,0,0,claude,sonnet,2026-03-19T00:00:03Z
3495,gabrielkoerich/orch,internal:3495,internal,Daily evening retrospective: optimize agent workflows,gh-task-internal-3495-daily-evening-retrospective-optimize-age,,A,Internal task (likely research/analysis only),,0,0,0,claude,sonnet,2026-03-18T20:45:03Z
3476,gabrielkoerich/orch,internal:3476,internal,Code review: orch,gh-task-internal-3476-code-review-orch,,B,Push may have succeeded but branch invalid on GitHub (422 head invalid),"create PR failed: GitHub API error: GitHub API POST https://api.github.com/repos/gabrielkoerich/orch/pulls failed (422 Unprocessable Entity): {""message"":""Validation Failed"",""errors"":[{""resource"":""Pull",0,0,0,claude,sonnet,2026-03-18T19:35:03Z
3444,gabrielkoerich/orch,internal:3444,internal,Code review: orch,gh-task-internal-3444-code-review-orch,,B,Push may have succeeded but branch invalid on GitHub (422 head invalid),"create PR failed: GitHub API error: GitHub API POST https://api.github.com/repos/gabrielkoerich/orch/pulls failed (422 Unprocessable Entity): {""message"":""Validation Failed"",""errors"":[{""resource"":""Pull",0,0,0,claude,sonnet,2026-03-18T12:01:22Z
3405,gabrielkoerich/orch,internal:3405,internal,Code review: orch,gh-task-internal-3405-code-review-orch,,B,Push may have succeeded but branch invalid on GitHub (422 head invalid),"create PR failed: GitHub API error: GitHub API POST https://api.github.com/repos/gabrielkoerich/orch/pulls failed (422 Unprocessable Entity): {""message"":""Validation Failed"",""errors"":[{""resource"":""Pull",0,0,0,claude,sonnet,2026-03-17T19:35:06Z
3129,gabrielkoerich/orch,internal:3129,internal,Daily morning review: improvements and optimization,gh-task-internal-3129-daily-morning-review-improvements-and-op,,B,Push may have succeeded but branch invalid on GitHub (422 head invalid),"create PR failed: GitHub API error: GitHub API POST https://api.github.com/repos/gabrielkoerich/orch/pulls failed (422 Unprocessable Entity): {""message"":""Validation Failed"",""errors"":[{""resource"":""Pull",0,0,0,claude,sonnet,2026-03-17T10:00:24Z
3070,gabrielkoerich/orch,internal:3070,internal,Code review: orch,gh-task-internal-3070-code-review-orch,,B,Push may have succeeded but branch invalid on GitHub (422 head invalid),"create PR failed: GitHub API error: GitHub API POST https://api.github.com/repos/gabrielkoerich/orch/pulls failed (422 Unprocessable Entity): {""message"":""Validation Failed"",""errors"":[{""resource"":""Pull",0,0,0,claude,sonnet,2026-03-17T08:35:03Z
2087,gabrielkoerich/orch,678,github,fix: invalidate skills catalog cache after skills_sync updates files on disk,gh-task-678-fix-invalidate-skills-catalog-cache-afte,,D,Exhausted max attempts but marked done,exceeded max attempts (10/10). Use `/retry` to reset.,0,0,0,codex,gpt-5.2-codex,2026-03-16T23:19:24Z
2086,gabrielkoerich/orch,679,github,fix: reset route_attempts when recovering stuck internal tasks,gh-task-679-fix-reset-route-attempts-when-recovering,,D,Exhausted max attempts but marked done,exceeded max attempts (10/10). Use `/retry` to reset.,0,0,0,codex,gpt-5.2-codex,2026-03-16T23:19:24Z
2067,gabrielkoerich/orch,internal:2067,internal,Respond to mention by @gabrielkoerich,gh-task-internal-2067-respond-to-mention-by-gabrielkoerich,,B,Push may have succeeded but branch invalid on GitHub (422 head invalid),"create PR failed: GitHub API error: GitHub API POST https://api.github.com/repos/gabrielkoerich/orch/pulls failed (422 Unprocessable Entity): {""message"":""Validation Failed"",""errors"":[{""resource"":""Pull",0,0,0,claude,haiku,2026-03-16T23:02:27Z
2062,gabrielkoerich/orch,internal:2062,internal,Respond to mention by @gabrielkoerich,gh-task-internal-2062-respond-to-mention-by-gabrielkoerich,,B,Push may have succeeded but branch invalid on GitHub (422 head invalid),"create PR failed: GitHub API error: GitHub API POST https://api.github.com/repos/gabrielkoerich/orch/pulls failed (422 Unprocessable Entity): {""message"":""Validation Failed"",""errors"":[{""resource"":""Pull",0,0,0,claude,haiku,2026-03-16T23:00:20Z
2028,gabrielkoerich/orch,675,github,"Audit and replace panics/unwraps in runtime-critical modules (tmux, store, runner, template, security)",gh-task-675-audit-and-replace-panics-unwraps-in-runt,,A,Legitimate non-code (agent made no commits),"create PR failed: GitHub API error: GitHub API POST https://api.github.com/repos/gabrielkoerich/orch/pulls failed (422 Unprocessable Entity): {""message"":""Validation Failed"",""errors"":[{""resource"":""Pull",0,0,0,claude,sonnet,2026-03-16T20:30:24Z
2027,gabrielkoerich/orch,676,github,Remove unnecessary `unsafe` environment manipulation in tests and make tests hermetic,gh-task-676-remove-unnecessary-unsafe-environment-ma,,A,Legitimate non-code (agent made no commits),"create PR failed: GitHub API error: GitHub API POST https://api.github.com/repos/gabrielkoerich/orch/pulls failed (422 Unprocessable Entity): {""message"":""Validation Failed"",""errors"":[{""resource"":""Pull",0,0,0,claude,sonnet,2026-03-16T20:30:24Z
